Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
[1]     86.8    0.01    2.19       0+3966    simplex_solver_data_preparation_class::lp_solver() [1]
                0.08    2.09   14268/14268       modified_simplex_solver::start_solver(converted_data_pack*) [2]
                0.01    0.00   30887/30887       void std::vector<int, std::allocator<int> >::_M_realloc_insert<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [36]
                0.01    0.00   22056/23769       void std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::_M_range_insert<__gnu_cxx::__normal_iterator<std::vector<float, std::allocator<float> >*, std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > > > >(__gnu_cxx::__normal_iterator<std::vector<float, std::allocator<float> >*, std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > > >, __gnu_cxx::__normal_iterator<std::vector<float, std::allocator<float> >*, std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > > >, __gnu_cxx::__normal_iterator<std::vector<float, std::allocator<float> >*, std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > > >, std::forward_iterator_tag) [37]
                0.00    0.00    3374/3374        simplex_solver_data_preparation_class::cdp_spliter(std::vector<converted_data_pack, std::allocator<converted_data_pack> >&, int) [43]
                0.00    0.00    5771/53543       converted_data_pack::converted_data_pack(converted_data_pack const&) [35]
                0.00    0.00    4019/7488        std::vector<converted_data_pack, std::allocator<converted_data_pack> >::operator=(std::vector<converted_data_pack, std::allocator<converted_data_pack> > const&) [45]
                0.00    0.00    2491/10997       void std::vector<converted_data_pack, std::allocator<converted_data_pack> >::_M_realloc_insert<converted_data_pack const&>(__gnu_cxx::__normal_iterator<converted_data_pack*, std::vector<converted_data_pack, std::allocator<converted_data_pack> > >, converted_data_pack const&) [44]
                0.00    0.00   30729/1023785     void std::vector<float, std::allocator<float> >::_M_realloc_insert<float const&>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float const&) [29]
                0.00    0.00   43953/98352       void std::__introsort_loop<__gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > >, long, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(chromosome, chromosome)> >(__gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > >, __gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > >, long, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(chromosome, chromosome)>) [73]
                0.00    0.00   11848/11848       std::vector<float, std::allocator<float> >::vector(std::vector<float, std::allocator<float> > const&) [87]
                0.00    0.00    9570/59539       converted_data_pack::~converted_data_pack() [77]
                0.00    0.00    7054/7054        path_struct::~path_struct() [90]
                0.00    0.00    4730/4730        void std::vector<path_struct, std::allocator<path_struct> >::_M_realloc_insert<path_struct const&>(__gnu_cxx::__normal_iterator<path_struct*, std::vector<path_struct, std::allocator<path_struct> > >, path_struct const&) [93]
                0.00    0.00    4096/211200      std::vector<float, std::allocator<float> >::_M_default_append(unsigned long) [67]
                0.00    0.00    3825/51911       std::vector<converted_data_pack, std::allocator<converted_data_pack> >::~vector() [78]
                0.00    0.00    2240/22602       std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [84]
                                3966             simplex_solver_data_preparation_class::lp_solver() [1]
-----------------------------------------------
                                5642             modified_simplex_solver::start_solver(converted_data_pack*) [2]
                0.08    2.09   14268/14268       simplex_solver_data_preparation_class::lp_solver() [1]
[2]     85.7    0.08    2.09   14268+5642    modified_simplex_solver::start_solver(converted_data_pack*) [2]
                0.25    1.68   19335/19335       modified_simplex_solver::make_solution_feasible::pivot_element_finder(modified_simplex_solver::simplex_table*) [3]
                0.12    0.00 21947848/22154962     float& std::vector<float, std::allocator<float> >::emplace_back<float>(float&&) [12]
                0.02    0.00  242445/242445      void std::vector<modified_simplex_solver::id, std::allocator<modified_simplex_solver::id> >::_M_realloc_insert<modified_simplex_solver::id const&>(__gnu_cxx::__normal_iterator<modified_simplex_solver::id*, std::vector<modified_simplex_solver::id, std::allocator<modified_simplex_solver::id> > >, modified_simplex_solver::id const&) [22]
                0.01    0.00  962839/962839      std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::push_back(std::vector<float, std::allocator<float> > const&) [30]
                0.01    0.00  223109/368247      void std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::_M_realloc_insert<std::vector<float, std::allocator<float> > const&>(__gnu_cxx::__normal_iterator<std::vector<float, std::allocator<float> >*, std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > > >, std::vector<float, std::allocator<float> > const&) [38]
                0.00    0.00  172577/1023785     void std::vector<float, std::allocator<float> >::_M_realloc_insert<float const&>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float const&) [29]
                0.00    0.00  697857/697857      double& std::vector<double, std::allocator<double> >::emplace_back<double>(double&&) [63]
                0.00    0.00   87553/87553       std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::_M_erase(__gnu_cxx::__normal_iterator<std::vector<float, std::allocator<float> >*, std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > > >) [74]
                0.00    0.00   53482/98352       void std::__introsort_loop<__gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > >, long, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(chromosome, chromosome)> >(__gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > >, __gnu_cxx::__normal_iterator<chromosome*, std::vector<chromosome, std::allocator<chromosome> > >, long, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(chromosome, chromosome)>) [73]
                0.00    0.00   26110/26110       modified_simplex_solver::check_for_corrupt_cdp(converted_data_pack*) [82]
                0.00    0.00   20362/22602       std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [84]
                0.00    0.00    2173/59539       converted_data_pack::~converted_data_pack() [77]
                                5642             modified_simplex_solver::start_solver(converted_data_pack*) [2]
-----------------------------------------------
                0.25    1.68   19335/19335       modified_simplex_solver::start_solver(converted_data_pack*) [2]
[3]     76.3    0.25    1.68   19335         modified_simplex_solver::make_solution_feasible::pivot_element_finder(modified_simplex_solver::simplex_table*) [3]
                1.35    0.00  194027/194027      modified_simplex_solver::make_solution_feasible::simplex_table_modifier(int, int, modified_simplex_solver::simplex_table*) [4]
                0.20    0.00  197699/197699      void std::__introsort_loop<__gnu_cxx::__normal_iterator<long double*, std::vector<long double, std::allocator<long double> > >, long, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<long double*, std::vector<long double, std::allocator<long double> > >, __gnu_cxx::__normal_iterator<long double*, std::vector<long double, std::allocator<long double> > >, long, __gnu_cxx::__ops::_Iter_less_iter) [9]
                0.10    0.00  195587/195587      void std::__insertion_sort<__gnu_cxx::__normal_iterator<long double*, std::vector<long double, std::allocator<long double> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<long double*, std::vector<long double, std::allocator<long double> > >, __gnu_cxx::__normal_iterator<long double*, std::vector<long double, std::allocator<long double> > >, __gnu_cxx::__ops::_Iter_less_iter) [14]
                0.02    0.00  201511/201511      modified_simplex_solver::make_solution_feasible::termination_condition_checker(modified_simplex_solver::simplex_table*) [23]
                0.01    0.00   96186/96186       void std::vector<long double, std::allocator<long double> >::_M_realloc_insert<long double const&>(__gnu_cxx::__normal_iterator<long double*, std::vector<long double, std::allocator<long double> > >, long double const&) [34]
                0.00    0.00  211741/211741      modified_simplex_solver::make_solution_feasible::add_index_data(int, int) [66]
                0.00    0.00  210050/210050      void std::vector<long double, std::allocator<long double> >::_M_range_insert<__gnu_cxx::__normal_iterator<long double*, std::vector<long double, std::allocator<long double> > > >(__gnu_cxx::__normal_iterator<long double*, std::vector<long double, std::allocator<long double> > >, __gnu_cxx::__normal_iterator<long double*, std::vector<long double, std::allocator<long double> > >, __gnu_cxx::__normal_iterator<long double*, std::vector<long double, std::allocator<long double> > >, std::forward_iterator_tag) [68]
                0.00    0.00  142044/142044      long double& std::vector<long double, std::allocator<long double> >::emplace_back<long double>(long double&&) [72]
                0.00    0.00    6877/6877        modified_simplex_solver::make_solution_feasible::conflicting_data_finder(modified_simplex_solver::simplex_table*) [91]
-----------------------------------------------
                1.35    0.00  194027/194027      modified_simplex_solver::make_solution_feasible::pivot_element_finder(modified_simplex_solver::simplex_table*) [3]
[4]     53.4    1.35    0.00  194027         modified_simplex_solver::make_solution_feasible::simplex_table_modifier(int, int, modified_simplex_solver::simplex_table*) [4]
                0.00    0.00  206864/22154962     float& std::vector<float, std::allocator<float> >::emplace_back<float>(float&&) [12]
                0.00    0.00    9071/1023785     void std::vector<float, std::allocator<float> >::_M_realloc_insert<float const&>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float const&) [29]
                0.00    0.00  207104/211200      std::vector<float, std::allocator<float> >::_M_default_append(unsigned long) [67]
-----------------------------------------------
                                                 <spontaneous>
[5]     11.0    0.00    0.28                 segment_starter(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, int&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, int&) [5]
                0.00    0.28       1/1           start_segment(int, int, nn_core_data_package_class&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, chromosome) [6]
                0.00    0.00       1/1           prepare_data(nn_core_data_package_class*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [50]
                0.00    0.00       2/66728       void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*, std::forward_iterator_tag) [76]
                0.00    0.00       1/1           get_critical_variables_from_user(unsigned int&, unsigned int&, unsigned int&) [135]
-----------------------------------------------
                0.00    0.28       1/1           segment_starter(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, int&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, int&) [5]
[6]     11.0    0.00    0.28       1         start_segment(int, int, nn_core_data_package_class&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, chromosome) [6]
                0.00    0.21       1/1           segment_class::start_trainer() [7]
                0.00    0.07       1/1           genetic_algorithm::start_genetic_algorithm(int) [16]
                0.00    0.00       1/1           filter(nn_core_data_package_class&, datapack_structure_defination, std::vector<nn_core_filtered_data, std::allocator<nn_core_filtered_data> >&) [54]
